,Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
4808,DCM_5,Ex,1648430852.822609,0.4,0.1,0,0.0,0.1,1.0,1,0,1,1648430852.822609,1648430852.822609,0.001,0.4,0.1333333333333333,0.0,0,0,0,0.1154700538379252,0.0,100000.0,Do nothing
963,DER_1,Dis,1648431391.697686,0.15,-1.0,0,0.1,0.1,1.0,0,1,1,1648431391.697686,1648431391.697686,0.001,0.15,0.0375,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
7692,DER_8,Err,1648431398.114272,0.23,-2.0,0,0.3172086022611909,0.1586043011305954,1.0,0,2,2,1648431398.114272,1648430198.114256,0.0016666666441493,0.23,0.1962499999999999,1200.0000162124634,0,0,0,0.2489310480166479,0.001,1200.0000162124634,Do nothing
6731,DTM_7,Dis,1648431416.485775,0.22,-1.0,0,0.1,0.1,1.0,0,1,1,1648431416.485775,1648431416.485775,0.001,0.22,0.055,0.0,0,0,0,0.0469041575982343,0.0,100000.0,Do nothing
3848,DCM_4,Ind,1648431420.955948,0.29,-2.0,0,0.6344172088079923,0.3172086044039962,1.0,0,2,2,1648431420.955948,1648430820.955944,0.003333333310816,0.29,0.12,600.0000040531158,0,0,0,0.1344949400122134,0.001,600.0000040531158,Do nothing
2,DERAS_0,Ex,1648431431.083451,0.22,0.1,0,0.0,0.1,1.0,1,0,1,1648431431.083451,1648431431.083451,0.001,0.22,0.055,0.0,0,0,0,0.0469041575982343,0.0,100000.0,Do nothing
8655,DERAS_9,Ex,1648431435.846915,0.25,0.1,0,0.0,0.1,1.0,1,0,1,1648431435.846915,1648431435.846915,0.001,0.25,0.0625,0.0,0,0,0,0.0,0.0,100000.0,Do nothing
2887,DERAS_3,Ex,1648431440.188581,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648431440.188581,1648431440.188581,0.001,0.39,0.0975,0.0,0,0,0,0.1349073756323204,0.0,100000.0,Do nothing
1926,DERAS_2,Ex,1648431444.98383,0.41,0.1,0,0.0,0.1,1.0,1,0,1,1648431444.98383,1648431444.98383,0.001,0.41,0.1025,0.0,0,0,0,0.1478738200854588,0.0,100000.0,Do nothing
5770,DERAS_6,Ex,1648431448.895477,0.3,0.1,0,0.0,0.1,1.0,1,0,1,1648431448.895477,1648431448.895477,0.001,0.3,0.075,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
4809,DERAS_5,Ex,1648431452.822611,0.35,0.1,0,0.0,0.1,1.0,1,0,1,1648431452.822611,1648431452.822611,0.001,0.35,0.0875,0.0,0,0,0,0.1080123449734643,0.0,100000.0,Do nothing
964,DERAS_1,Ind,1648431991.697691,0.33,-2.0,0,0.2114724020116501,0.105736201005825,1.0,0,2,2,1648431991.697691,1648430191.697671,0.0011111110987486,0.33,0.174,1800.0000200271606,0,0,0,0.1655672068979845,0.001,1800.0000200271606,Do nothing
7693,DTM_8,Ind,1648431998.114277,0.29,-2.0,0,0.317208603647712,0.158604301823856,1.0,0,2,2,1648431998.114277,1648430798.114266,0.0016666666514343,0.29,0.1353333333333333,1200.0000109672546,0,0,0,0.1407716827585245,0.001,1200.0000109672546,Do nothing
6732,DCM_7,N,1648432016.485778,0.15,-2.0,0,0.2114724023477764,0.1057362011738882,1.0,0,2,2,1648432016.485778,1648430216.485761,0.0011111111005147,0.15,0.19,1800.0000171661377,0,0,0,0.2222048604328897,0.001,1800.0000171661377,Do nothing
3849,DER_4,Ind,1648432020.955952,0.24,-2.0,0,0.211472402487829,0.1057362012439145,1.0,0,2,2,1648432020.955952,1648430220.955936,0.0011111111012505,0.24,0.18,1800.0000159740448,0,0,0,0.201246117974981,0.001,1800.0000159740448,Do nothing
3,DTM_0,Ex,1648432031.083454,0.37,0.1,0,0.0,0.1,1.0,1,0,1,1648432031.083454,1648432031.083454,0.001,0.37,0.074,0.0,0,0,0,0.1253993620398445,0.0,100000.0,Do nothing
8656,DTM_9,Ex,1648432035.846918,0.41,0.1,0,0.0,0.1,1.0,1,0,1,1648432035.846918,1648432035.846918,0.001,0.41,0.0819999999999999,0.0,0,0,0,0.146714007511212,0.0,100000.0,Do nothing
2888,DTM_3,Ex,1648432040.188583,0.31,0.1,0,0.0,0.1,1.0,1,0,1,1648432040.188583,1648432040.188583,0.001,0.31,0.062,0.0,0,0,0,0.0923309265630969,0.0,100000.0,Do nothing
1927,DTM_2,Ex,1648432044.983832,0.4,0.1,0,0.0,0.1,1.0,1,0,1,1648432044.983832,1648432044.983832,0.001,0.4,0.08,0.0,0,0,0,0.1414213562373095,0.0,100000.0,Do nothing
5771,DTM_6,Ex,1648432048.895479,0.18,0.1,0,0.0,0.1,1.0,1,0,1,1648432048.895479,1648432048.895479,0.001,0.18,0.036,0.0,0,0,0,0.0299999999999999,0.0,100000.0,Do nothing
4810,DTM_5,Ex,1648432052.822614,0.32,0.1,0,0.0,0.1,1.0,1,0,1,1648432052.822614,1648432052.822614,0.001,0.32,0.064,0.0,0,0,0,0.0979795897113271,0.0,100000.0,Do nothing
965,DCM_1,Ind,1648432591.697695,0.16,-1.0,0,0.1,0.1,1.0,0,1,1,1648432591.697695,1648432591.697695,0.001,0.16,0.0266666666666666,0.0,0,0,0,0.0146059348668044,0.0,100000.0,Do nothing
7694,DER_8,Err,1648432598.114281,0.32,-4.758129033917864,0,0.3134070540087799,0.1044690180029266,1.0,0,3,3,1648432598.114281,1648430198.114256,0.0012499999869614,0.32,0.216875,1200.0000088214874,0,0,0,0.1882949813457597,0.0016666666441493,1200.0000088214874,Do nothing
6733,DCM_7,Ux,1648432616.485781,0.22,-3.172086035216646,0,0.4701105801258454,0.1567035267086151,1.0,0,3,3,1648432616.485781,1648430216.485761,0.0012499999895691,0.22,0.1949999999999999,600.000002861023,0,0,0,0.1941133689368148,0.0011111111005147,600.000002861023,Do nothing
3850,DCM_4,Ux,1648432620.955955,0.25,-9.516258132119884,0,0.1044690178541743,0.0348230059513914,1.0,0,3,3,1648432620.955955,1648430820.955944,0.0016666666565118,0.25,0.1416666666666666,1200.0000069141388,0,0,0,0.1477610683953433,0.003333333310816,600.0000040531158,Do nothing
4,DER_0,Ex,1648432631.083456,0.15,0.2,0,0.0,0.0793021510773651,1.0,2,0,2,1648432631.083456,1648430231.083439,0.0008333333274556,0.15,0.1583333333333333,2400.000016927719,0,0,0,0.1787922444253851,0.001,2400.000016927719,Do nothing
8657,DER_9,Ex,1648432635.84692,0.36,0.2,0,0.0,0.079302151108877,1.0,2,0,2,1648432635.84692,1648430235.846904,0.0008333333277867,0.36,0.2225,2400.000015974045,0,0,0,0.1806100772382316,0.001,2400.000015974045,Do nothing
2889,DER_3,Ex,1648432640.188585,0.45,0.2,0,0.0,0.079302151108877,1.0,2,0,2,1648432640.188585,1648430240.188569,0.0008333333277867,0.45,0.2166666666666666,2400.000015974045,0,0,0,0.1346600658448276,0.001,2400.000015974045,Do nothing
1928,DER_2,Ex,1648432644.983835,0.39,0.2,0,0.0,0.079302151108877,1.0,2,0,2,1648432644.983835,1648430244.983819,0.0008333333277867,0.39,0.1525,2400.000015974045,0,0,0,0.0909395403551172,0.001,2400.000015974045,Do nothing
5772,DER_6,Ex,1648432648.895481,0.23,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648432648.895481,1648430248.895466,0.0008333333281179,0.23,0.2175,2400.0000150203705,0,0,0,0.2069057756564567,0.001,2400.0000150203705,Do nothing
4811,DER_5,Ex,1648432652.822616,0.28,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648432652.822616,1648430252.822601,0.0008333333281179,0.28,0.1383333333333333,2400.0000150203705,0,0,0,0.1347095641247,0.001,2400.0000150203705,Do nothing
966,DER_1,Ind,1648433191.697699,0.25,-2.0,0,0.2114724028239553,0.1057362014119776,1.0,0,2,2,1648433191.697699,1648431391.697686,0.0011111111030166,0.25,0.0678571428571428,1800.000013113022,0,0,0,0.0495515604482557,0.001,1800.000013113022,Do nothing
7695,DCM_8,N,1648433198.114286,0.39,-1.0,0,0.1,0.1,1.0,0,1,1,1648433198.114286,1648433198.114286,0.001,0.39,0.0557142857142857,0.0,0,0,0,0.1267449632698898,0.0,100000.0,Do nothing
6734,DTM_7,N,1648433216.485785,0.19,-2.0,0,0.2114724031880922,0.1057362015940461,1.0,0,2,2,1648433216.485785,1648431416.485775,0.0011111111049298,0.19,0.0742857142857142,1800.0000100135803,0,0,0,0.0900330627100532,0.001,1800.0000100135803,Do nothing
3851,DCM_4,Ux,1648433220.955959,0.26,-1.3929202380556582,0,0.3625384940241111,0.0906346235060277,1.0,0,4,4,1648433220.955959,1648430820.955944,0.0016666666562358,0.26,0.1585714285714285,600.0000040531158,0,0,0,0.1459479141707535,0.003333333310816,600.0000040531158,Do nothing
5,DCM_0,Ex,1648433231.083459,0.18,0.2,0,0.0,0.0793021512743142,1.0,2,0,2,1648433231.083459,1648430831.083448,0.0008333333295252,0.18,0.1257142857142857,2400.000010967254,0,0,0,0.1380303624293617,0.001,2400.000010967254,Do nothing
8658,DCM_9,Ex,1648433235.846922,0.21,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648433235.846922,1648430835.846912,0.0008333333298563,0.21,0.1442857142857143,2400.0000100135803,0,0,0,0.1461652684952404,0.001,2400.0000100135803,Do nothing
2890,DCM_3,Ex,1648433240.188587,0.29,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433240.188587,1648430840.188578,0.0008333333301875,0.29,0.0957142857142857,2400.000009059906,0,0,0,0.0706882267200514,0.001,2400.000009059906,Do nothing
1929,DCM_2,Ex,1648433244.983837,0.45,0.2,0,0.0,0.079302151313704,1.0,2,0,2,1648433244.983837,1648430844.983827,0.0008333333299391,0.45,0.1214285714285714,2400.0000097751617,0,0,0,0.092259984619036,0.001,2400.0000097751617,Do nothing
5773,DCM_6,Ex,1648433248.895483,0.32,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433248.895483,1648430848.895474,0.0008333333301875,0.32,0.1285714285714285,2400.000009059906,0,0,0,0.0975574718689466,0.001,2400.000009059906,Do nothing
4812,DCM_5,Ex,1648433252.822618,0.44,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433252.822618,1648430852.822609,0.0008333333301875,0.44,0.1771428571428571,2400.000009059906,0,0,0,0.0838744337383009,0.001,2400.000009059906,Do nothing
967,DERAS_1,Dis,1648433791.697704,0.43,-3.172086030174752,0,0.3134070536455476,0.1044690178818492,1.0,0,3,3,1648433791.697704,1648430191.697671,0.0008333333256619,0.43,0.206,1800.000013113022,0,0,0,0.1170592035803129,0.0011111110987486,1800.000013113022,Do nothing
7696,DTM_8,Ux,1648433798.11429,0.37,-4.758129054715679,0,0.1671504287858637,0.0557168095952879,1.0,0,3,3,1648433798.11429,1648430798.114266,0.0009999999919732,0.37,0.1646666666666666,1800.000013113022,0,0,0,0.1054514106117125,0.0016666666514343,1200.0000109672546,Do nothing
6735,DCM_7,N,1648433816.485788,0.32,-6.268141068344605,0,0.3222564388444235,0.0805641097111058,1.0,0,4,4,1648433816.485788,1648430216.485761,0.0011111111027223,0.32,0.2106249999999999,1200.0000071525574,0,0,0,0.1561249499599599,0.0012499999895691,600.000002861023,Do nothing
3852,DERAS_4,Dis,1648433820.955962,0.42,-1.0,0,0.1,0.1,1.0,0,1,1,1648433820.955962,1648433820.955962,0.001,0.42,0.0525,0.0,0,0,0,0.1330413469565007,0.0,100000.0,Do nothing
6,DERAS_0,Ex,1648433831.083461,0.23,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648433831.083461,1648431431.083451,0.0008333333298563,0.23,0.076875,2400.0000100135803,0,0,0,0.0723335527756162,0.001,2400.0000100135803,Do nothing
8659,DERAS_9,Ex,1648433835.846925,0.38,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648433835.846925,1648431435.846915,0.0008333333298563,0.38,0.1021875,2400.0000100135803,0,0,0,0.0513565964604353,0.001,2400.0000100135803,Do nothing
2891,DERAS_3,Ex,1648433840.18859,0.25,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433840.18859,1648431440.188581,0.0008333333301875,0.25,0.1165625,2400.000009059906,0,0,0,0.1058553595377066,0.001,2400.000009059906,Do nothing
1930,DERAS_2,Ex,1648433844.983839,0.24,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433844.983839,1648431444.98383,0.0008333333301875,0.24,0.1196874999999999,2400.000009059906,0,0,0,0.111283101014613,0.001,2400.000009059906,Do nothing
5774,DERAS_6,Ex,1648433848.895485,0.38,0.2,0,0.0,0.0793021513767276,1.0,2,0,2,1648433848.895485,1648431448.895477,0.0008333333306014,0.38,0.113125,2400.000007867813,0,0,0,0.0199105140925233,0.001,2400.000007867813,Do nothing
4813,DERAS_5,Ex,1648433852.82262,0.41,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648433852.82262,1648431452.822611,0.0008333333302703,0.41,0.1278125,2400.0000088214874,0,0,0,0.0251069142440313,0.001,2400.0000088214874,Do nothing
968,DER_1,Dis,1648434391.697708,0.44,-3.172086042359331,0,0.376088463642381,0.125362821214127,1.0,0,3,3,1648434391.697708,1648431391.697686,0.0009999999926884,0.44,0.1092063492063492,1200.0000088214874,0,0,0,0.0825655103058383,0.0011111111030166,1200.0000088214874,Do nothing
7697,DTM_8,Dis,1648434398.114295,0.39,-2.2286723838115168,0,0.4833846589709279,0.1208461647427319,1.0,0,4,4,1648434398.114295,1648430798.114266,0.0011111111021336,0.39,0.1897037037037037,600.0000050067902,0,0,0,0.1128182740648117,0.0016666666514343,600.0000050067902,Do nothing
6736,DERAS_7,Ux,1648434416.485791,0.32,-2.0,0,0.1057362015660355,0.0528681007830177,1.0,0,2,2,1648434416.485791,1648430816.48577,0.0005555555523177,0.32,0.1422222222222222,3600.000020980835,0,0,0,0.0988826464946088,0.001,3600.000020980835,Do nothing
3853,DERAS_4,Ind,1648434420.955965,0.24,-2.0,0,0.6344172098163714,0.3172086049081857,1.0,0,2,2,1648434420.955965,1648433820.955962,0.0033333333161142,0.24,0.0733333333333333,600.0000030994415,0,0,0,0.0595119035711904,0.001,600.0000030994415,Do nothing
7,DTM_0,Ex,1648434431.083463,0.42,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648434431.083463,1648432031.083454,0.0008333333301875,0.42,0.1124444444444444,2400.000009059906,0,0,0,0.0641049486735964,0.001,2400.000009059906,Do nothing
8660,DTM_9,Ex,1648434435.846927,0.38,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648434435.846927,1648432035.846918,0.0008333333302703,0.38,0.1151111111111111,2400.0000088214874,0,0,0,0.0152934263292725,0.001,2400.0000088214874,Do nothing
2892,DTM_3,Ex,1648434440.188592,0.2,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648434440.188592,1648432040.188583,0.0008333333301875,0.2,0.0773333333333333,2400.000009059906,0,0,0,0.0788458411500991,0.001,2400.000009059906,Do nothing
1931,DTM_2,Ex,1648434444.983842,0.34,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648434444.983842,1648432044.983832,0.0008333333298563,0.34,0.1088888888888888,2400.0000100135803,0,0,0,0.0506074215022965,0.001,2400.0000100135803,Do nothing
5775,DTM_6,Ex,1648434448.895487,0.18,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648434448.895487,1648432048.895479,0.0008333333305186,0.18,0.052,2400.000008106232,0,0,0,0.0570964096944807,0.001,2400.000008106232,Do nothing
4814,DTM_5,Ex,1648434452.822622,0.33,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648434452.822622,1648432052.822614,0.0008333333305186,0.33,0.0935555555555555,2400.000008106232,0,0,0,0.0268690238833576,0.001,2400.000008106232,Do nothing
969,DER_1,Ind,1648434991.697712,0.37,-5.01451284856508,0,0.7250769877360925,0.1812692469340231,1.0,0,4,4,1648434991.697712,1648431391.697686,0.0011111111030902,0.37,0.1352857142857143,600.0000040531158,0,0,0,0.0656523364161241,0.0011111111030166,600.0000040531158,Do nothing
7698,DCM_8,Ux,1648434998.114299,0.38,-2.0,0,0.2114724028239553,0.1057362014119776,1.0,0,2,2,1648434998.114299,1648433198.114286,0.0011111111030166,0.38,0.0881428571428571,1800.000013113022,0,0,0,0.0624372701069857,0.001,1800.000013113022,Do nothing
6737,DCM_7,Ind,1648435016.485794,0.45,-4.028205485555295,0,0.460831702506817,0.0921663405013634,1.0,0,5,5,1648435016.485794,1648430216.485761,0.0010416666594747,0.45,0.2345625,1200.0000059604645,0,0,0,0.1187171007058376,0.0012499999895691,600.000002861023,Do nothing
3854,DERAS_4,Ind,1648435020.955968,0.2,-9.516258147245573,0,0.3134070531058883,0.1044690177019627,1.0,0,3,3,1648435020.955968,1648433820.955962,0.0024999999875823,0.2,0.086,600.000002861023,0,0,0,0.0821020142307162,0.0033333333161142,600.000002861023,Do nothing
8,DER_0,Ex,1648435031.083466,0.21,0.2379064532320955,0,0.0,0.087057514245705,1.0,3,0,3,1648435031.083466,1648430231.083439,0.000624999996492,0.21,0.1635,2400.0000100135803,0,0,0,0.130234830637242,0.001,2400.0000100135803,Do nothing
8661,DER_9,Ex,1648435035.846929,0.34,0.237906453326631,0,0.0,0.0870575142802985,1.0,3,0,3,1648435035.846929,1648430235.846904,0.0006249999967403,0.34,0.2342499999999999,2400.000009059906,0,0,0,0.1469315789368946,0.001,2400.000009059906,Do nothing
2893,DER_3,Ex,1648435040.188595,0.25,0.237906453326631,0,0.0,0.0870575142630017,1.0,3,0,3,1648435040.188595,1648430240.188569,0.0006249999966161,0.25,0.22,2400.0000100135803,0,0,0,0.1533574860204695,0.001,2400.0000100135803,Do nothing
1932,DER_2,Ex,1648435044.983844,0.33,0.237906453326631,0,0.0,0.0870575142802985,1.0,3,0,3,1648435044.983844,1648430244.983819,0.0006249999967403,0.33,0.17025,2400.000009059906,0,0,0,0.1113926987433796,0.001,2400.000009059906,Do nothing
5776,DER_6,Ex,1648435048.895489,0.31,0.2379064534211666,0,0.0,0.0870575143192162,1.0,3,0,3,1648435048.895489,1648430248.895466,0.0006249999970197,0.31,0.22675,2400.000007867813,0,0,0,0.1483520587431577,0.001,2400.000007867813,Do nothing
4815,DER_5,Ex,1648435052.822624,0.31,0.2379064534211666,0,0.0,0.0870575143192162,1.0,3,0,3,1648435052.822624,1648430252.822601,0.0006249999970197,0.31,0.1555,2400.000007867813,0,0,0,0.1066058854604886,0.001,2400.000007867813,Do nothing
970,DER_1,Dis,1648435591.697716,0.15,-9.063462346701156,0,1.1849958050530958,0.2369991610106191,1.0,0,5,5,1648435591.697716,1648431391.697686,0.0011904761819612,0.15,0.1366233766233766,600.0000040531158,0,0,0,0.1159380152349667,0.0011111111030902,600.0000040531158,Do nothing
7699,DCM_8,N,1648435598.114303,0.45,-3.172086042359331,0,0.4701105796276982,0.156703526542566,1.0,0,3,3,1648435598.114303,1648433198.114286,0.0012499999910593,0.45,0.121038961038961,600.0000040531158,0,0,0,0.0646504085422151,0.0011111111030166,600.0000040531158,Do nothing
6738,DTM_7,N,1648435616.485797,0.4,-3.1720860478213835,0,0.2014759628596099,0.0671586542865366,1.0,0,3,3,1648435616.485797,1648431416.485775,0.0007142857105553,0.4,0.1038961038961038,2400.000011920929,0,0,0,0.0513708189438424,0.0011111111049298,1800.0000100135803,Do nothing
3855,DERAS_4,N,1648435620.955971,0.21,-4.178760708078512,0,0.4833846583306619,0.1208461645826654,1.0,0,4,4,1648435620.955971,1648433820.955962,0.0022222222110371,0.21,0.0972727272727272,600.0000030994415,0,0,0,0.0843994829798899,0.0033333333161142,600.000002861023,Do nothing
9,DCM_0,Ex,1648435631.083468,0.35,0.2379064538229426,0,0.0,0.0870575143711066,1.0,3,0,3,1648435631.083468,1648430831.083448,0.0006249999973922,0.35,0.146103896103896,2400.000009059906,0,0,0,0.082221588469146,0.001,2400.000009059906,Do nothing
8662,DCM_9,Ex,1648435635.846931,0.15,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648435635.846931,1648430835.846912,0.0006249999975164,0.15,0.1448051948051948,2400.000009059906,0,0,0,0.1199783530258904,0.001,2400.000009059906,Do nothing
2894,DCM_3,Ex,1648435640.188597,0.32,0.2379064540120136,0,0.0,0.0870575143538098,1.0,3,0,3,1648435640.188597,1648430840.188578,0.0006249999975164,0.32,0.1161038961038961,2400.0000100135803,0,0,0,0.0665826310177568,0.001,2400.000009059906,Do nothing
1933,DCM_2,Ex,1648435644.983846,0.45,0.237906453941112,0,0.0,0.0870575143927275,1.0,3,0,3,1648435644.983846,1648430844.983827,0.0006249999975475,0.45,0.1512987012987013,2400.000009059906,0,0,0,0.0185514377921454,0.001,2400.000009059906,Do nothing
5777,DCM_6,Ex,1648435648.895491,0.33,0.2379064540120136,0,0.0,0.0870575144273211,1.0,3,0,3,1648435648.895491,1648430848.895474,0.0006249999977958,0.33,0.1468831168831168,2400.000007867813,0,0,0,0.0896725645399351,0.001,2400.000007867813,Do nothing
4816,DCM_5,Ex,1648435652.822626,0.19,0.2379064540120136,0,0.0,0.0870575144229969,1.0,3,0,3,1648435652.822626,1648430852.822609,0.0006249999977648,0.19,0.1783116883116883,2400.000008106232,0,0,0,0.1326155462865614,0.001,2400.000008106232,Do nothing
971,DCM_1,Ind,1648436191.69772,0.21,-2.0,0,0.1057362014469908,0.0528681007234954,1.0,0,2,2,1648436191.69772,1648432591.697695,0.0005555555516922,0.21,0.0419444444444444,3600.000025033951,0,0,0,0.0176955167523108,0.001,3600.000025033951,Do nothing
7700,DER_8,Err,1648436198.114308,0.37,-4.178760720117065,0,0.0966769321373681,0.024169233034342,1.0,0,4,4,1648436198.114308,1648430198.114256,0.0006666666608651,0.37,0.2296354166666666,3600.000027179718,0,0,0,0.1254008723569289,0.0016666666441493,1200.0000088214874,Do nothing
6739,DERAS_7,Ux,1648436216.4858,0.27,-1.5860430234905336,0,0.2321533713334111,0.077384457111137,1.0,0,3,3,1648436216.4858,1648430816.48577,0.0005555555524649,0.27,0.1528703703703703,1800.000009059906,0,0,0,0.1037349640234321,0.001,1800.000009059906,Do nothing
3856,DCM_4,Ux,1648436220.955974,0.45,-4.531731175301389,0,0.0614442271052862,0.0122888454210572,1.0,0,5,5,1648436220.955974,1648430820.955944,0.0009259259207749,0.45,0.1828571428571428,3000.0000150203705,0,0,0,0.0685660171024881,0.003333333310816,600.0000040531158,Do nothing
10,DERAS_0,Ex,1648436231.08347,0.27,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648436231.08347,1648431431.083451,0.0006249999975164,0.27,0.09296875,2400.000009059906,0,0,0,0.0609209622081237,0.001,2400.000009059906,Do nothing
8663,DERAS_9,Ex,1648436235.846933,0.38,0.2379064539174781,0,0.0,0.0870575144100243,1.0,3,0,3,1648436235.846933,1648431435.846915,0.0006249999976716,0.38,0.1253385416666666,2400.000007867813,0,0,0,0.0423940300971585,0.001,2400.000007867813,Do nothing
