,Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
6271,DTM_5,Ex,1646184541.627358,0.36,1.9032515818032083,0,0.0,0.1044690180548169,1.0,3,0,3,1646184541.627358,1646183941.627342,0.0049999998668829,0.36,0.1405128205128205,300.0000069141388,0,0,0,0.0676466434944733,0.0066666664653354,300.0000069141388,Do nothing
3380,DER_3,Ex,1646184547.860576,0.22,1.9032515439889983,0,0.0,0.1044690189265743,1.0,3,0,3,1646184547.860576,1646183947.860553,0.0049999998092651,0.22,0.1435,300.0000078678131,0,0,0,0.1177568115510379,0.0066666663328806,300.0000078678131,Do nothing
3381,DCM_3,Ex,1646184547.860578,0.37,1.9032515818032083,0,0.0,0.1044690178472556,1.0,3,0,3,1646184547.860578,1646183947.860561,0.0049999998569488,0.37,0.1297402597402597,300.0000081062317,0,0,0,0.0565283516958927,0.0066666664653354,300.0000081062317,Do nothing
3382,DERAS_3,Ex,1646184547.86058,0.45,1.9032515818032083,0,0.0,0.1044690178887679,1.0,3,0,3,1646184547.86058,1646183947.860563,0.0049999998589356,0.45,0.1411979166666666,300.0000078678131,0,0,0,0.0307420844702463,0.0066666664653354,300.0000078678131,Do nothing
3383,DTM_3,Ex,1646184547.860582,0.34,1.9032515878534813,0,0.0,0.1044690176812066,1.0,3,0,3,1646184547.860582,1646183947.860566,0.0049999998648961,0.34,0.1038974358974359,300.0000081062317,0,0,0,0.0375643796845179,0.0066666664865281,300.0000081062317,Do nothing
1456,DER_2,Ex,1646184553.386482,0.25,1.903251551551841,0,0.0,0.1044690186775008,1.0,3,0,3,1646184553.386482,1646183953.38646,0.0049999998172124,0.25,0.139,300.0000081062317,0,0,0,0.1096290040022188,0.0066666663593716,300.0000081062317,Do nothing
1457,DCM_2,Ex,1646184553.386484,0.26,1.9032515818032083,0,0.0,0.1044690178887679,1.0,3,0,3,1646184553.386484,1646183953.386467,0.0049999998589356,0.26,0.1664935064935064,300.0000078678131,0,0,0,0.1182161788211111,0.0066666664653354,300.0000078678131,Do nothing
1458,DERAS_2,Ex,1646184553.386487,0.32,1.9032515893660504,0,0.0,0.1044690170585228,1.0,3,0,3,1646184553.386487,1646183953.38647,0.0049999998589356,0.32,0.1103125,300.000009059906,0,0,0,0.058084969108743,0.0066666664918263,300.0000078678131,Do nothing
1459,DTM_2,Ex,1646184553.386489,0.26,1.9032515878534813,0,0.0,0.1044690173075963,1.0,3,0,3,1646184553.386489,1646183953.386472,0.0049999998589356,0.26,0.1239999999999999,300.0000088214874,0,0,0,0.0845050951784039,0.0066666664865281,300.0000081062317,Do nothing
8676,DER_7,Ex,1646184558.922059,0.16,1.903251550039272,0,0.0,0.1044690183869149,1.0,3,0,3,1646184558.922059,1646183958.922035,0.004999999799331,0.16,0.1614999999999999,300.0000100135803,0,0,0,0.1340674236124274,0.0066666663540734,300.0000100135803,Do nothing
8677,DCM_7,Ex,1646184558.922061,0.37,1.903251575752935,0,0.0,0.1044690178472556,1.0,3,0,3,1646184558.922061,1646183958.922042,0.0049999998410542,0.37,0.1648051948051948,300.000009059906,0,0,0,0.0901614713117022,0.0066666664441426,300.000009059906,Do nothing
8678,DERAS_7,Ex,1646184558.922063,0.18,1.9032515818032083,0,0.0,0.1044690176812066,1.0,3,0,3,1646184558.922063,1646183958.922045,0.0049999998490015,0.18,0.1290104166666666,300.000009059906,0,0,0,0.1040095785216074,0.0066666664653354,300.000009059906,Do nothing
8679,DTM_7,Ex,1646184558.922065,0.35,1.9032515818032083,0,0.0,0.1044690176812066,1.0,3,0,3,1646184558.922065,1646183958.922047,0.0049999998490015,0.35,0.1169743589743589,300.000009059906,0,0,0,0.0488354408693142,0.0066666664653354,300.000009059906,Do nothing
488,DER_1,Ex,1646184617.613501,0.28,0.2,0,0.0,0.3172085986058171,1.0,2,0,2,1646184617.613501,1646184017.613486,0.0033333332498868,0.28,0.1425,600.0000150203705,0,0,0,0.1387804020746445,0.001,600.0000150203705,Do nothing
489,DCM_1,Ex,1646184617.613503,0.42,0.2,0,0.0,0.3172086012528119,1.0,2,0,2,1646184617.613503,1646184017.613493,0.0033333332777023,0.42,0.1857142857142857,600.0000100135803,0,0,0,0.1087154433328017,0.001,600.0000100135803,Do nothing
490,DERAS_1,Ex,1646184617.613505,0.39,0.2,0,0.0,0.3172086018830488,1.0,2,0,2,1646184617.613505,1646184017.613496,0.003333333284325,0.39,0.131875,600.0000088214874,0,0,0,0.0490262320454206,0.001,600.0000088214874,Do nothing
491,DTM_1,Ex,1646184617.613507,0.17,0.2,0,0.0,0.3172086017570014,1.0,2,0,2,1646184617.613507,1646184017.613498,0.0033333332830005,0.17,0.0953333333333333,600.000009059906,0,0,0,0.1006561804692919,0.001,600.000009059906,Do nothing
11080,DER_9,Ex,1646184623.418381,0.43,0.2,0,0.0,0.3172085975974382,1.0,2,0,2,1646184623.418381,1646184023.418364,0.0033333332392904,0.43,0.1383333333333333,600.0000169277191,0,0,0,0.0493288286231624,0.001,600.0000169277191,Do nothing
11081,DCM_9,Ex,1646184623.418383,0.15,0.2,0,0.0,0.3172086007486224,1.0,2,0,2,1646184623.418383,1646184023.418372,0.0033333332724041,0.15,0.1128571428571428,600.0000109672546,0,0,0,0.1331397404090547,0.001,600.0000109672546,Do nothing
11082,DERAS_9,Ex,1646184623.418386,0.33,0.2,0,0.0,0.3172086007486224,1.0,2,0,2,1646184623.418386,1646184023.418375,0.0033333332724041,0.33,0.0959375,600.0000109672546,0,0,0,0.033085387365767,0.001,600.0000109672546,Do nothing
11083,DTM_9,Ex,1646184623.418389,0.39,0.2,0,0.0,0.3172086007486224,1.0,2,0,2,1646184623.418389,1646184023.418378,0.0033333332724041,0.39,0.1126666666666666,600.0000109672546,0,0,0,0.0335658556671309,0.001,600.0000109672546,Do nothing
5300,DER_4,Ex,1646184633.896764,0.16,0.2,0,0.0,0.3172085986058171,1.0,2,0,2,1646184633.896764,1646184033.896749,0.0033333332498868,0.16,0.1558333333333333,600.0000150203705,0,0,0,0.1760870996599883,0.001,600.0000150203705,Do nothing
5301,DCM_4,Ex,1646184633.896766,0.43,0.2,0,0.0,0.3172086012528119,1.0,2,0,2,1646184633.896766,1646184033.896756,0.0033333332777023,0.43,0.1414285714285714,600.0000100135803,0,0,0,0.0235870559067723,0.001,600.0000100135803,Do nothing
5302,DERAS_4,Ex,1646184633.896768,0.25,0.2,0,0.0,0.3172086017570014,1.0,2,0,2,1646184633.896768,1646184033.896759,0.0033333332830005,0.25,0.088125,600.000009059906,0,0,0,0.0773443136703847,0.001,600.000009059906,Do nothing
5303,DTM_4,Ex,1646184633.896771,0.34,0.2,0,0.0,0.3172086017570014,1.0,2,0,2,1646184633.896771,1646184033.896762,0.0033333332830005,0.34,0.1106666666666666,600.000009059906,0,0,0,0.053556823405924,0.001,600.000009059906,Do nothing
6272,DER_5,Ex,1646184841.62736,0.32,0.417876074045807,0,0.0,0.1208461661513171,1.0,4,0,4,1646184841.62736,1646183941.62733,0.0044444442960951,0.32,0.1626071428571429,300.0000071525574,0,0,0,0.0913013366054082,0.0066666663593716,300.0000071525574,Do nothing
6273,DCM_5,Ex,1646184841.627362,0.37,0.4178760707248266,0,0.0,0.1208461649027985,1.0,4,0,4,1646184841.627362,1646183941.627337,0.0044444443208199,0.37,0.1253939393939394,300.0000069141388,0,0,0,0.0450595702733838,0.0066666664653354,300.0000069141388,Do nothing
6274,DERAS_5,Ex,1646184841.627364,0.38,0.4178760718871697,0,0.0,0.1208461646787053,1.0,4,0,4,1646184841.627364,1646183941.62734,0.0044444443267068,0.38,0.1524853515624999,300.0000078678131,0,0,0,0.0633856349284108,0.0066666664706336,300.0000071525574,Do nothing
6275,DTM_5,Ex,1646184841.627366,0.41,0.4178760722192678,0,0.0,0.1208461645506521,1.0,4,0,4,1646184841.627366,1646183941.627342,0.0044444443255295,0.41,0.1563650075414781,300.0000081062317,0,0,0,0.0535462790208937,0.0066666664653354,300.0000069141388,Do nothing
3384,DER_3,Ex,1646184847.860584,0.25,0.4178760757062973,0,0.0,0.1208461664074235,1.0,4,0,4,1646184847.860584,1646183947.860553,0.0044444442913856,0.25,0.1511071428571428,300.0000081062317,0,0,0,0.0978547364747841,0.0066666663328806,300.0000078678131,Do nothing
3385,DCM_3,Ex,1646184847.860586,0.39,0.4178760713890226,0,0.0,0.1208461649027985,1.0,4,0,4,1646184847.860586,1646183947.860561,0.0044444443208199,0.39,0.1470909090909091,300.0000078678131,0,0,0,0.0570648818636736,0.0066666664653354,300.0000078678131,Do nothing
3386,DERAS_3,Ex,1646184847.860588,0.37,0.4178760715550717,0,0.0,0.1208461648067585,1.0,4,0,4,1646184847.860588,1646183947.860563,0.0044444443208199,0.37,0.155498046875,300.0000081062317,0,0,0,0.0687222797650886,0.0066666664653354,300.0000078678131,Do nothing
3387,DTM_3,Ex,1646184847.86059,0.32,0.4178760707248266,0,0.0,0.1208461646466921,1.0,4,0,4,1646184847.86059,1646183947.860566,0.0044444443255295,0.32,0.1166093514328808,300.0000078678131,0,0,0,0.0544612998605778,0.0066666664865281,300.0000078678131,Do nothing
1460,DER_2,Ex,1646184853.38649,0.45,0.4178760747100032,0,0.0,0.1208461661513171,1.0,4,0,4,1646184853.38649,1646183953.38646,0.0044444442960951,0.45,0.1612142857142857,300.0000081062317,0,0,0,0.0404439647625487,0.0066666663593716,300.0000081062317,Do nothing
1461,DCM_2,Ex,1646184853.386492,0.33,0.4178760715550717,0,0.0,0.1208461648067585,1.0,4,0,4,1646184853.386492,1646183953.386467,0.0044444443208199,0.33,0.1773939393939393,300.0000081062317,0,0,0,0.0938984240461074,0.0066666664653354,300.0000078678131,Do nothing
1462,DERAS_2,Ex,1646184853.386494,0.36,0.4178760682340912,0,0.0,0.1208461645826654,1.0,4,0,4,1646184853.386494,1646183953.38647,0.0044444443267068,0.36,0.12591796875,300.0000069141388,0,0,0,0.049010521829501,0.0066666664918263,300.0000069141388,Do nothing
1463,DTM_2,Ex,1646184853.386496,0.26,0.4178760692303853,0,0.0,0.1208461646466921,1.0,4,0,4,1646184853.386496,1646183953.386472,0.0044444443255295,0.26,0.1319999999999999,300.0000071525574,0,0,0,0.0777174369109017,0.0066666664865281,300.0000071525574,Do nothing
8680,DER_7,Ex,1646184858.922067,0.24,0.4178760735476599,0,0.0,0.1208461659912506,1.0,4,0,4,1646184858.922067,1646183958.922035,0.0044444442866761,0.24,0.1671071428571428,300.0000078678131,0,0,0,0.1067949663381417,0.0066666663540734,300.0000078678131,Do nothing
8681,DCM_7,Ex,1646184858.922069,0.24,0.4178760713890226,0,0.0,0.1208461649988384,1.0,4,0,4,1646184858.922069,1646183958.922042,0.0044444443102236,0.24,0.1698181818181818,300.0000081062317,0,0,0,0.1041192409045062,0.0066666664441426,300.0000081062317,Do nothing
8682,DERAS_7,Ex,1646184858.922071,0.23,0.4178760707248266,0,0.0,0.1208461647747452,1.0,4,0,4,1646184858.922071,1646183958.922045,0.0044444443161104,0.23,0.135322265625,300.0000078678131,0,0,0,0.086446384716514,0.0066666664653354,300.0000078678131,Do nothing
8683,DTM_7,Ex,1646184858.922073,0.41,0.4178760707248266,0,0.0,0.1208461647747452,1.0,4,0,4,1646184858.922073,1646183958.922047,0.0044444443161104,0.41,0.1342111613876319,300.0000078678131,0,0,0,0.0296549411640783,0.0066666664653354,300.0000078678131,Do nothing
6276,DER_5,Ex,1646185141.627368,0.22,0.6042308307565859,0,0.0,0.1382495122559022,1.0,5,0,5,1646185141.627368,1646183941.62733,0.0041666665350397,0.22,0.1657956349206349,300.0000078678131,0,0,0,0.0949207738835877,0.0066666663593716,300.0000071525574,Do nothing
6277,DCM_5,Ex,1646185141.62737,0.31,0.6042308245139925,0,0.0,0.138249510388098,1.0,5,0,5,1646185141.62737,1646183941.627337,0.0041666665515965,0.31,0.1351100478468899,300.0000081062317,0,0,0,0.0657783183879389,0.0066666664653354,300.0000069141388,Do nothing
6278,DERAS_5,Ex,1646185141.627372,0.33,0.6042308233935269,0,0.0,0.1382495105254365,1.0,5,0,5,1646185141.627372,1646183941.62734,0.0041666665557358,0.33,0.161361083984375,300.0000081062317,0,0,0,0.0735495715397731,0.0066666664706336,300.0000071525574,Do nothing
6279,DTM_5,Ex,1646185141.627374,0.36,0.6042308227532609,0,0.0,0.1382495106353073,1.0,5,0,5,1646185141.627374,1646183941.627342,0.0041666665557358,0.36,0.1660619119442649,300.0000078678131,0,0,0,0.0681004091981821,0.0066666664653354,300.0000069141388,Do nothing
3388,DER_3,Ex,1646185147.860592,0.35,0.6042308320371178,0,0.0,0.138249513024998,1.0,5,0,5,1646185147.860592,1646183947.860553,0.0041666665317283,0.35,0.162156746031746,300.0000078678131,0,0,0,0.0737819705506569,0.0066666663328806,300.0000078678131,Do nothing
3389,DCM_3,Ex,1646185147.860594,0.44,0.6042308245139925,0,0.0,0.1382495108275813,1.0,5,0,5,1646185147.860594,1646183947.860561,0.0041666665515965,0.44,0.1625071770334928,300.0000081062317,0,0,0,0.0432224074047329,0.0066666664653354,300.0000078678131,Do nothing
3390,DERAS_3,Ex,1646185147.860596,0.31,0.6042308240337929,0,0.0,0.1382495109649198,1.0,5,0,5,1646185147.860596,1646183947.860563,0.0041666665524244,0.31,0.16322314453125,300.0000078678131,0,0,0,0.0779093734859528,0.0066666664653354,300.0000078678131,Do nothing
