,Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
7689,DCM_8,Ex,1648428983.627475,0.3,0.1,0,0.0,0.1,1.0,1,0,1,1648428983.627475,1648428983.627475,0.001,0.3,0.0999999999999999,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
6728,DCM_7,Ex,1648428987.995073,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648428987.995073,1648428987.995073,0.001,0.39,0.13,0.0,0,0,0,0.1051189802081432,0.0,100000.0,Do nothing
1,DCM_0,Ex,1648428992.441814,0.16,0.1,0,0.0,0.1,1.0,1,0,1,1648428992.441814,1648428992.441814,0.001,0.16,0.0533333333333333,0.0,0,0,0,0.1177568115510379,0.0,100000.0,Do nothing
4806,DTM_5,Ind,1648429001.633789,0.34,-1.0,0,0.1,0.1,1.0,0,1,1,1648429001.633789,1648429001.633789,0.001,0.34,0.1133333333333333,0.0,0,0,0,0.033665016461207,0.0,100000.0,Do nothing
1923,DER_2,Ind,1648429006.228401,0.21,-1.0,0,0.1,0.1,1.0,0,1,1,1648429006.228401,1648429006.228401,0.001,0.21,0.0699999999999999,0.0,0,0,0,0.1137980667674104,0.0,100000.0,Do nothing
8650,DERAS_9,Err,1648429010.686688,0.23,-1.0,0,0.1,0.1,1.0,0,1,1,1648429010.686688,1648429010.686688,0.001,0.23,0.0766666666666666,0.0,0,0,0,0.1090107028384522,0.0,100000.0,Do nothing
5767,DERAS_6,N,1648429014.628506,0.17,-2.0,0,0.6344172035140029,0.3172086017570014,1.0,0,2,2,1648429014.628506,1648428414.628497,0.0033333332830005,0.17,0.1233333333333333,600.000009059906,0,0,0,0.2360437812497221,0.001,600.000009059906,Do nothing
962,DERAS_1,Err,1648429018.596031,0.27,-2.0,0,0.6344172047744765,0.3172086023872382,1.0,0,2,2,1648429018.596031,1648428418.596023,0.0033333332896232,0.27,0.1566666666666666,600.0000078678131,0,0,0,0.2353366383148474,0.001,600.0000078678131,Do nothing
3846,DERAS_4,Ex,1648429575.29213,0.31,0.1,0,0.0,0.1,1.0,1,0,1,1648429575.29213,1648429575.29213,0.001,0.31,0.0775,0.0,0,0,0,0.0787400787401181,0.0,100000.0,Do nothing
2885,DERAS_3,Ex,1648429579.767123,0.15,0.1,0,0.0,0.1,1.0,1,0,1,1648429579.767123,1648429579.767123,0.001,0.15,0.0375,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
7690,DERAS_8,Ex,1648429583.627478,0.16,0.1,0,0.0,0.1,1.0,1,0,1,1648429583.627478,1648429583.627478,0.001,0.16,0.04,0.0,0,0,0,0.069282032302755,0.0,100000.0,Do nothing
6729,DERAS_7,Ex,1648429587.995076,0.19,0.1,0,0.0,0.1,1.0,1,0,1,1648429587.995076,1648429587.995076,0.001,0.19,0.0475,0.0,0,0,0,0.0616441400296897,0.0,100000.0,Do nothing
2,DERAS_0,Ex,1648429592.441817,0.21,0.1,0,0.0,0.1,1.0,1,0,1,1648429592.441817,1648429592.441817,0.001,0.21,0.0525,0.0,0,0,0,0.0529150262212918,0.0,100000.0,Do nothing
4807,DERAS_5,Ind,1648429601.633793,0.34,-1.0,0,0.1,0.1,1.0,0,1,1,1648429601.633793,1648429601.633793,0.001,0.34,0.085,0.0,0,0,0,0.1009950493836208,0.0,100000.0,Do nothing
1924,DCM_2,Err,1648429606.228405,0.17,-1.0,0,0.1,0.1,1.0,0,1,1,1648429606.228405,1648429606.228405,0.001,0.17,0.0425,0.0,0,0,0,0.0673300329224138,0.0,100000.0,Do nothing
8651,DCM_9,Ux,1648429610.686692,0.37,-1.0,0,0.1,0.1,1.0,0,1,1,1648429610.686692,1648429610.686692,0.001,0.37,0.0925,0.0,0,0,0,0.1216552506059644,0.0,100000.0,Do nothing
5768,DCM_6,Dis,1648429614.62851,0.24,-1.0,0,0.1,0.1,1.0,0,1,1,1648429614.62851,1648429614.62851,0.001,0.24,0.06,0.0,0,0,0,0.0282842712474618,0.0,100000.0,Do nothing
963,DTM_1,N,1648429618.596035,0.28,-1.0,0,0.1,0.1,1.0,0,1,1,1648429618.596035,1648429618.596035,0.001,0.28,0.07,0.0,0,0,0,0.0529150262212918,0.0,100000.0,Do nothing
3847,DTM_4,Ex,1648430175.292132,0.21,0.1,0,0.0,0.1,1.0,1,0,1,1648430175.292132,1648430175.292132,0.001,0.21,0.0419999999999999,0.0,0,0,0,0.0229128784747791,0.0,100000.0,Do nothing
2886,DTM_3,Ex,1648430179.767125,0.33,0.1,0,0.0,0.1,1.0,1,0,1,1648430179.767125,1648430179.767125,0.001,0.33,0.066,0.0,0,0,0,0.1035615758860399,0.0,100000.0,Do nothing
7691,DTM_8,Ex,1648430183.627481,0.29,0.1,0,0.0,0.1,1.0,1,0,1,1648430183.627481,1648430183.627481,0.001,0.29,0.0579999999999999,0.0,0,0,0,0.0807774721070175,0.0,100000.0,Do nothing
6730,DTM_7,Ex,1648430187.995079,0.28,0.1,0,0.0,0.1,1.0,1,0,1,1648430187.995079,1648430187.995079,0.001,0.28,0.056,0.0,0,0,0,0.0748331477354788,0.0,100000.0,Do nothing
3,DTM_0,Ex,1648430192.44182,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648430192.44182,1648430192.44182,0.001,0.39,0.078,0.0,0,0,0,0.136106575888162,0.0,100000.0,Do nothing
4808,DER_5,Err,1648430201.633796,0.27,-2.0,0,0.211472402487829,0.1057362012439145,1.0,0,2,2,1648430201.633796,1648428401.63378,0.0011111111012505,0.27,0.166,1800.0000159740448,0,0,0,0.1809005251512554,0.001,1800.0000159740448,Do nothing
1925,DERAS_2,Ind,1648430206.228408,0.2,-1.0,0,0.1,0.1,1.0,0,1,1,1648430206.228408,1648430206.228408,0.001,0.2,0.04,0.0,0,0,0,1.3170890159654386e-09,0.0,100000.0,Do nothing
8652,DCM_9,Ux,1648430210.686696,0.4,-2.0,0,0.6344172088079923,0.3172086044039962,1.0,0,2,2,1648430210.686696,1648429610.686692,0.003333333310816,0.4,0.154,600.0000040531158,0,0,0,0.088034084308295,0.001,600.0000040531158,Do nothing
5769,DTM_6,Err,1648430214.628514,0.4,-1.0,0,0.1,0.1,1.0,0,1,1,1648430214.628514,1648430214.628514,0.001,0.4,0.08,0.0,0,0,0,0.1414213562373095,0.0,100000.0,Do nothing
964,DTM_1,Ux,1648430218.596038,0.3,-2.0,0,0.6344172098163714,0.3172086049081857,1.0,0,2,2,1648430218.596038,1648429618.596035,0.0033333333161142,0.3,0.116,600.0000030994415,0,0,0,0.108397416943394,0.001,600.0000030994415,Do nothing
3848,DER_4,Ex,1648430775.292134,0.18,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648430775.292134,1648428375.292119,0.0008333333281179,0.18,0.0966666666666666,2400.0000150203705,0,0,0,0.1254325848148452,0.001,2400.0000150203705,Do nothing
2887,DER_3,Ex,1648430779.767128,0.26,0.2,0,0.0,0.079302151108877,1.0,2,0,2,1648430779.767128,1648428379.767112,0.0008333333277867,0.26,0.1516666666666666,2400.000015974045,0,0,0,0.1535360978185043,0.001,2400.000015974045,Do nothing
7692,DER_8,Ex,1648430783.627483,0.32,0.2,0,0.0,0.0793021511482668,1.0,2,0,2,1648430783.627483,1648428383.627468,0.0008333333282007,0.32,0.1366666666666667,2400.000014781952,0,0,0,0.115123122496453,0.001,2400.000014781952,Do nothing
6731,DER_7,Ex,1648430787.995081,0.4,0.2,0,0.0,0.0793021510458533,1.0,2,0,2,1648430787.995081,1648428387.995063,0.0008333333271245,0.4,0.225,2400.000017881393,0,0,0,0.1679285562374666,0.001,2400.000017881393,Do nothing
4,DER_0,Ex,1648430792.441822,0.42,0.2,0,0.0,0.0793021510064635,1.0,2,0,2,1648430792.441822,1648428392.441803,0.0008333333267105,0.42,0.1575,2400.0000190734863,0,0,0,0.0709929573971954,0.001,2400.0000190734863,Do nothing
4809,DTM_5,Ind,1648430801.6338,0.29,-2.0,0,0.2114724030760501,0.105736201538025,1.0,0,2,2,1648430801.6338,1648429001.633789,0.0011111111043412,0.29,0.1427777777777777,1800.0000109672546,0,0,0,0.1353103428747739,0.001,1800.0000109672546,Do nothing
1926,DCM_2,Ind,1648430806.228411,0.37,-2.0,0,0.3172086049712094,0.1586043024856047,1.0,0,2,2,1648430806.228411,1648429606.228405,0.0016666666583882,0.37,0.0970833333333333,1200.0000059604645,0,0,0,0.069414215643003,0.001,1200.0000059604645,Do nothing
8653,DERAS_9,Ind,1648430810.686699,0.22,-2.0,0,0.2114724030760501,0.105736201538025,1.0,0,2,2,1648430810.686699,1648429010.686688,0.0011111111043412,0.22,0.1005555555555555,1800.0000109672546,0,0,0,0.1174923165336544,0.001,1800.0000109672546,Do nothing
5770,DTM_6,Ind,1648430814.628518,0.17,-2.0,0,0.6344172088079923,0.3172086044039962,1.0,0,2,2,1648430814.628518,1648430214.628514,0.003333333310816,0.17,0.095,600.0000040531158,0,0,0,0.126253712816693,0.001,600.0000040531158,Do nothing
965,DCM_1,Dis,1648430818.596042,0.38,-1.0,0,0.1,0.1,1.0,0,1,1,1648430818.596042,1648430818.596042,0.001,0.38,0.0633333333333333,0.0,0,0,0,0.1273315881206754,0.0,100000.0,Do nothing
3849,DCM_4,Ex,1648431375.292136,0.39,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648431375.292136,1648428975.292127,0.0008333333301875,0.39,0.1642857142857142,2400.000009059906,0,0,0,0.101312811205127,0.001,2400.000009059906,Do nothing
2888,DCM_3,Ex,1648431379.76713,0.43,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648431379.76713,1648428979.76712,0.0008333333298563,0.43,0.1785714285714285,2400.0000100135803,0,0,0,0.0934862692574826,0.001,2400.0000100135803,Do nothing
7693,DCM_8,Ex,1648431383.627485,0.37,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648431383.627485,1648428983.627475,0.0008333333298563,0.37,0.1385714285714285,2400.0000100135803,0,0,0,0.080282240223091,0.001,2400.0000100135803,Do nothing
6732,DCM_7,Ex,1648431387.995083,0.22,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648431387.995083,1648428987.995073,0.0008333333298563,0.22,0.1428571428571428,2400.0000100135803,0,0,0,0.1432114653563876,0.001,2400.0000100135803,Do nothing
5,DCM_0,Ex,1648431392.441824,0.39,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648431392.441824,1648428992.441814,0.0008333333298563,0.39,0.1014285714285714,2400.0000100135803,0,0,0,0.0705589925422084,0.001,2400.0000100135803,Do nothing
4810,DTM_5,Ux,1648431401.633803,0.29,-3.1720860461407523,0,0.4701105797211008,0.1567035265737002,1.0,0,3,3,1648431401.633803,1648429001.633789,0.0012499999927977,0.29,0.1638095238095238,600.000002861023,0,0,0,0.1420769036854567,0.0011111111043412,600.000002861023,Do nothing
1927,DER_2,Ux,1648431406.228414,0.3,-2.0,0,0.1586043024068251,0.0793021512034125,1.0,0,2,2,1648431406.228414,1648429006.228401,0.0008333333287802,0.3,0.1028571428571428,2400.000013113022,0,0,0,0.0751189532864851,0.001,2400.000013113022,Do nothing
8654,DTM_9,N,1648431410.686702,0.4,-2.0,0,0.1268834416910119,0.0634417208455059,1.0,0,2,2,1648431410.686702,1648428410.68668,0.0006666666617923,0.4,0.1642857142857142,3000.0000219345093,0,0,0,0.0951189731211341,0.001,3000.0000219345093,Do nothing
5771,DCM_6,Dis,1648431414.628522,0.41,-2.0,0,0.211472402964008,0.105736201482004,1.0,0,2,2,1648431414.628522,1648429614.62851,0.0011111111037525,0.41,0.11,1800.000011920929,0,0,0,0.0747217059048663,0.001,1800.000011920929,Do nothing
966,DER_1,Ind,1648431418.596045,0.23,-1.0,0,0.1,0.1,1.0,0,1,1,1648431418.596045,1648431418.596045,0.001,0.23,0.0328571428571428,0.0,0,0,0,0.0577968527731068,0.0,100000.0,Do nothing
3850,DERAS_4,Ex,1648431975.292138,0.4,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648431975.292138,1648429575.29213,0.0008333333305186,0.4,0.1178125,2400.000008106232,0,0,0,0.0399776723398734,0.001,2400.000008106232,Do nothing
2889,DERAS_3,Ex,1648431979.767132,0.44,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648431979.767132,1648429579.767123,0.0008333333301875,0.44,0.0878125,2400.000009059906,0,0,0,0.1129396172423881,0.001,2400.000009059906,Do nothing
7694,DERAS_8,Ex,1648431983.627487,0.2,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648431983.627487,1648429583.627478,0.0008333333301875,0.2,0.06,2400.000009059906,0,0,0,0.0632455532033676,0.001,2400.000009059906,Do nothing
6733,DERAS_7,Ex,1648431987.995085,0.31,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648431987.995085,1648429587.995076,0.0008333333301875,0.31,0.0803125,2400.000009059906,0,0,0,0.0123201345076144,0.001,2400.000009059906,Do nothing
6,DERAS_0,Ex,1648431992.441827,0.22,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648431992.441827,1648429592.441817,0.0008333333298563,0.22,0.0734375,2400.0000100135803,0,0,0,0.0722965124628132,0.001,2400.0000100135803,Do nothing
4811,DTM_5,Err,1648432001.633806,0.35,-6.26814106294801,0,0.773415453318815,0.1933538633297037,1.0,0,4,4,1648432001.633806,1648429001.633789,0.0013333333258099,0.35,0.1870833333333333,600.0000030994415,0,0,0,0.131972219298861,0.0012499999927977,600.000002861023,Do nothing
1928,DTM_2,Ind,1648432006.228418,0.17,-2.0,0,0.1057362014119776,0.0528681007059888,1.0,0,2,2,1648432006.228418,1648428406.228392,0.0005555555515083,0.17,0.1175,3600.000026226044,0,0,0,0.1238086080552213,0.001,3600.000026226044,Do nothing
8655,DER_9,Ux,1648432010.686706,0.17,-1.0,0,0.1,0.1,1.0,0,1,1,1648432010.686706,1648432010.686706,0.001,0.17,0.02125,0.0,0,0,0,0.0330583899011603,0.0,100000.0,Do nothing
5772,DCM_6,Dis,1648432014.628526,0.41,-3.17208604446012,0,0.4701105795498628,0.1567035265166209,1.0,0,3,3,1648432014.628526,1648429614.62851,0.0012499999916801,0.41,0.1475,600.0000040531158,0,0,0,0.0591607978309961,0.0011111111037525,600.0000040531158,Do nothing
967,DER_1,Err,1648432018.596048,0.15,-2.0,0,0.6344172098163714,0.3172086049081857,1.0,0,2,2,1648432018.596048,1648431418.596045,0.0033333333161142,0.15,0.0475,600.0000030994415,0,0,0,0.0653873856648332,0.001,600.0000030994415,Do nothing
3851,DTM_4,Ex,1648432575.29214,0.22,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648432575.29214,1648430175.292132,0.0008333333305186,0.22,0.0617777777777777,2400.000008106232,0,0,0,0.0531716298623826,0.001,2400.000008106232,Do nothing
2890,DTM_3,Ex,1648432579.767134,0.38,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432579.767134,1648430179.767125,0.0008333333301875,0.38,0.1008888888888888,2400.000009059906,0,0,0,0.0479988425786381,0.001,2400.000009059906,Do nothing
7695,DTM_8,Ex,1648432583.62749,0.28,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432583.62749,1648430183.627481,0.0008333333301875,0.28,0.0826666666666666,2400.000009059906,0,0,0,0.0506293722391788,0.001,2400.000009059906,Do nothing
6734,DTM_7,Ex,1648432587.995088,0.29,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432587.995088,1648430187.995079,0.0008333333301875,0.29,0.082,2400.000009059906,0,0,0,0.0420416460191558,0.001,2400.000009059906,Do nothing
7,DTM_0,Ex,1648432592.441829,0.24,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432592.441829,1648430192.44182,0.0008333333301875,0.24,0.096,2400.000009059906,0,0,0,0.0844985206971104,0.001,2400.000009059906,Do nothing
4812,DTM_5,Ux,1648432601.633809,0.22,-9.667693166485188,0,1.152079254470197,0.2304158508940394,1.0,0,5,5,1648432601.633809,1648429001.633789,0.0013888888811623,0.22,0.1907407407407407,600.0000030994415,0,0,0,0.1514509302026873,0.0013333333258099,600.000002861023,Do nothing
1929,DCM_2,N,1648432606.228421,0.17,-4.758129074568142,0,0.1671504281305235,0.0557168093768411,1.0,0,3,3,1648432606.228421,1648429606.228405,0.0009999999946753,0.17,0.1051851851851852,1800.0000100135803,0,0,0,0.1076971168670799,0.0016666666583882,1200.0000059604645,Do nothing
8656,DTM_9,Ux,1648432610.686709,0.36,-1.90325162536518,0,0.2984829056103932,0.099494301870131,1.0,0,3,3,1648432610.686709,1648428410.68668,0.0007142857093794,0.36,0.186031746031746,1200.0000069141388,0,0,0,0.1201949474679589,0.001,1200.0000069141388,Do nothing
5773,DERAS_6,Ux,1648432614.628529,0.33,-9.516258052710045,0,0.0149241456234899,0.0049747152078299,1.0,0,3,3,1648432614.628529,1648428414.628497,0.0007142857088118,0.33,0.1462962962962962,3600.000023126602,0,0,0,0.0988030213962965,0.0033333332830005,600.000009059906,Do nothing
968,DER_1,Dis,1648432618.596051,0.39,-9.516258147245573,0,0.3134070531058883,0.1044690177019627,1.0,0,3,3,1648432618.596051,1648431418.596045,0.0024999999875823,0.39,0.0855555555555555,600.000002861023,0,0,0,0.0774753545042264,0.0033333333161142,600.000002861023,Do nothing
3852,DER_4,Ex,1648433175.292142,0.19,0.2379064534211666,0,0.0,0.0870575143192162,1.0,3,0,3,1648433175.292142,1648428375.292119,0.0006249999970197,0.19,0.106,2400.000007867813,0,0,0,0.0990323553562542,0.001,2400.000007867813,Do nothing
2891,DER_3,Ex,1648433179.767136,0.37,0.237906453326631,0,0.0,0.0870575142975953,1.0,3,0,3,1648433179.767136,1648428379.767112,0.0006249999968645,0.37,0.1735,2400.000008106232,0,0,0,0.1014980386601231,0.001,2400.000008106232,Do nothing
7696,DER_8,Ex,1648433183.627492,0.19,0.2379064534448004,0,0.0,0.0870575143019195,1.0,3,0,3,1648433183.627492,1648428383.627468,0.0006249999968955,0.19,0.142,2400.000009059906,0,0,0,0.1210448340568561,0.001,2400.000009059906,Do nothing
6735,DER_7,Ex,1648433187.99509,0.32,0.2379064531375599,0,0.0,0.087057514245705,1.0,3,0,3,1648433187.99509,1648428387.995063,0.000624999996492,0.32,0.2345,2400.000009059906,0,0,0,0.1505914266410202,0.001,2400.000009059906,Do nothing
8,DER_0,Ex,1648433192.441831,0.37,0.2379064530193906,0,0.0,0.087057514224084,1.0,3,0,3,1648433192.441831,1648428392.441803,0.0006249999963367,0.37,0.17875,2400.000009059906,0,0,0,0.1054751155486449,0.001,2400.000009059906,Do nothing
4813,DCM_5,Ux,1648433201.633812,0.29,-1.0,0,0.1,0.1,1.0,0,1,1,1648433201.633812,1648433201.633812,0.001,0.29,0.0289999999999999,0.0,0,0,0,0.0782446306287033,0.0,100000.0,Do nothing
1930,DCM_2,N,1648433206.228424,0.39,-2.2286723750736472,0,0.4833846582986486,0.1208461645746621,1.0,0,4,4,1648433206.228424,1648429606.228405,0.0011111111052242,0.39,0.1336666666666666,600.0000030994415,0,0,0,0.0500986680782022,0.0016666666583882,600.0000030994415,Do nothing
8657,DERAS_9,Ind,1648433210.686712,0.38,-3.1720860461407523,0,0.2014759628700938,0.0671586542900312,1.0,0,3,3,1648433210.686712,1648429010.686688,0.0007142857101904,0.38,0.1285,2400.000013113022,0,0,0,0.0497896811164624,0.0011111111043412,1800.0000109672546,Do nothing
5774,DTM_6,N,1648433214.628533,0.36,-9.516258132119884,0,0.0313407053379869,0.0104469017793289,1.0,0,3,3,1648433214.628533,1648430214.628514,0.0009999999937216,0.36,0.1215,2400.000014781952,0,0,0,0.053851648071345,0.003333333310816,600.0000040531158,Do nothing
969,DER_1,Err,1648433218.596054,0.37,-4.178760708078512,0,0.4833846583306619,0.1208461645826654,1.0,0,4,4,1648433218.596054,1648431418.596045,0.0022222222110371,0.37,0.114,600.0000030994415,0,0,0,0.0311903752169293,0.0033333333161142,600.000002861023,Do nothing
3853,DCM_4,Ex,1648433775.292144,0.3,0.2379064540120136,0,0.0,0.0870575144229969,1.0,3,0,3,1648433775.292144,1648428975.292127,0.0006249999977648,0.3,0.1766233766233766,2400.000008106232,0,0,0,0.1165800544300314,0.001,2400.000008106232,Do nothing
2892,DCM_3,Ex,1648433779.767138,0.44,0.2379064539174781,0,0.0,0.0870575144057001,1.0,3,0,3,1648433779.767138,1648428979.76712,0.0006249999976406,0.44,0.2023376623376623,2400.000008106232,0,0,0,0.093439333746068,0.001,2400.000008106232,Do nothing
7697,DCM_8,Ex,1648433783.627494,0.44,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648433783.627494,1648428983.627475,0.0006249999975164,0.44,0.1659740259740259,2400.000009059906,0,0,0,0.0577455232424597,0.001,2400.000009059906,Do nothing
6736,DCM_7,Ex,1648433787.995092,0.29,0.2379064539174781,0,0.0,0.0870575143927275,1.0,3,0,3,1648433787.995092,1648428987.995073,0.0006249999975475,0.29,0.1562337662337662,2400.0000088214874,0,0,0,0.1065656312618368,0.001,2400.0000088214874,Do nothing
9,DCM_0,Ex,1648433792.441833,0.37,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648433792.441833,1648428992.441814,0.0006249999975164,0.37,0.1258441558441558,2400.000009059906,0,0,0,0.0514516542714879,0.001,2400.000009059906,Do nothing
4814,DERAS_5,Ind,1648433801.633815,0.39,-2.0,0,0.0906310299686225,0.0453155149843112,1.0,0,2,2,1648433801.633815,1648429601.633793,0.0004761904737035,0.39,0.1127272727272727,4200.000021934509,0,0,0,0.0249453949111399,0.001,4200.000021934509,Do nothing
1931,DER_2,N,1648433806.228427,0.43,-2.3790645361023763,0,0.2611725427890053,0.0870575142630017,1.0,0,3,3,1648433806.228427,1648429006.228401,0.0006249999966161,0.43,0.1325974025974025,2400.0000128746037,0,0,0,0.028414830589018,0.001,2400.0000128746037,Do nothing
8658,DCM_9,Dis,1648433810.686715,0.37,-9.516258132119884,0,0.0149241454252477,0.0049747151417492,1.0,0,3,3,1648433810.686715,1648429610.686692,0.0007142857103931,0.37,0.1736363636363636,3600.000018835068,0,0,0,0.0968072123534004,0.003333333310816,600.0000040531158,Do nothing
5775,DCM_6,Err,1648433814.628536,0.17,-6.2681410606648384,0,0.1841465368614606,0.0460366342153651,1.0,0,4,4,1648433814.628536,1648429614.62851,0.000952380946488,0.17,0.1495454545454545,1800.0000100135803,0,0,0,0.1207147275793034,0.0012499999916801,600.0000040531158,Do nothing
970,DCM_1,Dis,1648433818.596057,0.45,-2.0,0,0.1268834419834419,0.0634417209917209,1.0,0,2,2,1648433818.596057,1648430818.596042,0.0006666666633288,0.45,0.0984848484848485,3000.0000150203705,0,0,0,0.0868994542647717,0.001,3000.0000150203705,Do nothing
3854,DERAS_4,Ex,1648434375.292146,0.39,0.2379064541065492,0,0.0,0.0870575144446179,1.0,3,0,3,1648434375.292146,1648429575.29213,0.00062499999792,0.39,0.1404947916666666,2400.000007867813,0,0,0,0.0558745890094029,0.001,2400.000007867813,Do nothing
2893,DERAS_3,Ex,1648434379.76714,0.28,0.2379064540120136,0,0.0,0.0870575144273211,1.0,3,0,3,1648434379.76714,1648429579.767123,0.0006249999977958,0.28,0.103828125,2400.000007867813,0,0,0,0.0674305197963058,0.001,2400.000007867813,Do nothing
7698,DERAS_8,Ex,1648434383.627496,0.43,0.2379064540120136,0,0.0,0.0870575144057001,1.0,3,0,3,1648434383.627496,1648429583.627478,0.0006249999976406,0.43,0.0908333333333333,2400.000009059906,0,0,0,0.0787785542267729,0.001,2400.000009059906,Do nothing
6737,DERAS_7,Ex,1648434387.995094,0.43,0.2379064540120136,0,0.0,0.0870575144057001,1.0,3,0,3,1648434387.995094,1648429587.995076,0.0006249999976406,0.43,0.109453125,2400.000009059906,0,0,0,0.0609862130470336,0.001,2400.000009059906,Do nothing
10,DERAS_0,Ex,1648434392.441835,0.33,0.2379064539174781,0,0.0,0.0870575144100243,1.0,3,0,3,1648434392.441835,1648429592.441817,0.0006249999976716,0.33,0.0948177083333333,2400.000007867813,0,0,0,0.0303795435559303,0.001,2400.000007867813,Do nothing
4815,DER_5,Ind,1648434401.633818,0.36,-3.1720860373174355,0,0.0805903855686922,0.0268634618562307,1.0,0,3,3,1648434401.633818,1648428401.63378,0.0004999999968409,0.36,0.1821666666666666,4200.000021934509,0,0,0,0.1010520417978536,0.0011111111012505,1800.0000159740448,Do nothing
1932,DCM_2,Dis,1648434406.22843,0.35,-6.042308228733107,0,0.3456237764337625,0.0691247552867525,1.0,0,5,5,1648434406.22843,1648429606.228405,0.0010416666612339,0.35,0.1516944444444444,1200.0000059604645,0,0,0,0.083108788386492,0.0016666666583882,600.0000030994415,Do nothing
