,Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
5769,DERAS_6,Ux,1648430065.653722,0.29,-1.0,0,0.1,0.1,1.0,0,1,1,1648430065.653722,1648430065.653722,0.001,0.29,0.0966666666666666,0.0,0,0,0,0.0792674796706274,0.0,100000.0,Do nothing
3848,DERAS_4,Ex,1648430549.292709,0.3,0.1,0,0.0,0.1,1.0,1,0,1,1648430549.292709,1648430549.292709,0.001,0.3,0.075,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
4809,DERAS_5,Ex,1648430556.13681,0.44,0.1,0,0.0,0.1,1.0,1,0,1,1648430556.13681,1648430556.13681,0.001,0.44,0.11,0.0,0,0,0,0.1669331203406522,0.0,100000.0,Do nothing
963,DERAS_1,Ex,1648430561.252087,0.17,0.1,0,0.0,0.1,1.0,1,0,1,1648430561.252087,1648430561.252087,0.001,0.17,0.0425,0.0,0,0,0,0.0673300329224138,0.0,100000.0,Do nothing
2887,DERAS_3,Ex,1648430565.362757,0.15,0.1,0,0.0,0.1,1.0,1,0,1,1648430565.362757,1648430565.362757,0.001,0.15,0.0375,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
8655,DERAS_9,Ex,1648430569.28203,0.24,0.1,0,0.0,0.1,1.0,1,0,1,1648430569.28203,1648430569.28203,0.001,0.24,0.06,0.0,0,0,0,0.0282842712474618,0.0,100000.0,Do nothing
2,DERAS_0,Ex,1648430573.891305,0.42,0.1,0,0.0,0.1,1.0,1,0,1,1648430573.891305,1648430573.891305,0.001,0.42,0.105,0.0,0,0,0,0.1542724862054151,0.0,100000.0,Do nothing
6733,DERAS_7,Ex,1648430577.657314,0.32,0.1,0,0.0,0.1,1.0,1,0,1,1648430577.657314,1648430577.657314,0.001,0.32,0.08,0.0,0,0,0,0.0864098759787714,0.0,100000.0,Do nothing
7694,DERAS_8,Ex,1648430582.290229,0.15,0.1,0,0.0,0.1,1.0,1,0,1,1648430582.290229,1648430582.290229,0.001,0.15,0.0375,0.0,0,0,0,0.0707106781186547,0.0,100000.0,Do nothing
1924,DCM_2,Ux,1648430606.885563,0.33,-1.0,0,0.1,0.1,1.0,0,1,1,1648430606.885563,1648430606.885563,0.001,0.33,0.0825,0.0,0,0,0,0.0938083151964686,0.0,100000.0,Do nothing
5770,DER_6,Err,1648430665.653727,0.32,-1.0,0,0.1,0.1,1.0,0,1,1,1648430665.653727,1648430665.653727,0.001,0.32,0.08,0.0,0,0,0,0.0864098759787714,0.0,100000.0,Do nothing
3849,DTM_4,Ex,1648431149.292712,0.17,0.1,0,0.0,0.1,1.0,1,0,1,1648431149.292712,1648431149.292712,0.001,0.17,0.034,0.0,0,0,0,0.0357071421427142,0.0,100000.0,Do nothing
4810,DTM_5,Ex,1648431156.136812,0.42,0.1,0,0.0,0.1,1.0,1,0,1,1648431156.136812,1648431156.136812,0.001,0.42,0.0839999999999999,0.0,0,0,0,0.1519868415357066,0.0,100000.0,Do nothing
964,DTM_1,Ex,1648431161.252089,0.38,0.1,0,0.0,0.1,1.0,1,0,1,1648431161.252089,1648431161.252089,0.001,0.38,0.076,0.0,0,0,0,0.1307669683062202,0.0,100000.0,Do nothing
2888,DTM_3,Ex,1648431165.362759,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648431165.362759,1648431165.362759,0.001,0.39,0.078,0.0,0,0,0,0.136106575888162,0.0,100000.0,Do nothing
8656,DTM_9,Ex,1648431169.282033,0.45,0.1,0,0.0,0.1,1.0,1,0,1,1648431169.282033,1648431169.282033,0.001,0.45,0.09,0.0,0,0,0,0.1677050983124842,0.0,100000.0,Do nothing
3,DTM_0,Ex,1648431173.891308,0.38,0.1,0,0.0,0.1,1.0,1,0,1,1648431173.891308,1648431173.891308,0.001,0.38,0.076,0.0,0,0,0,0.1307669683062202,0.0,100000.0,Do nothing
6734,DTM_7,Ex,1648431177.657317,0.41,0.1,0,0.0,0.1,1.0,1,0,1,1648431177.657317,1648431177.657317,0.001,0.41,0.0819999999999999,0.0,0,0,0,0.146714007511212,0.0,100000.0,Do nothing
7695,DTM_8,Ex,1648431182.290231,0.15,0.1,0,0.0,0.1,1.0,1,0,1,1648431182.290231,1648431182.290231,0.001,0.15,0.03,0.0,0,0,0,0.0433012701892219,0.0,100000.0,Do nothing
1925,DERAS_2,Err,1648431206.885568,0.37,-1.0,0,0.1,0.1,1.0,0,1,1,1648431206.885568,1648431206.885568,0.001,0.37,0.074,0.0,0,0,0,0.1253993620398445,0.0,100000.0,Do nothing
5771,DER_6,Ind,1648431265.653732,0.25,-2.0,0,0.6344172077996135,0.3172086038998067,1.0,0,2,2,1648431265.653732,1648430665.653727,0.0033333333055178,0.25,0.114,600.0000050067902,0,0,0,0.1336974195712094,0.001,600.0000050067902,Do nothing
3850,DER_4,Ex,1648431749.292714,0.37,0.2,0,0.0,0.079302151100999,1.0,2,0,2,1648431749.292714,1648429349.292698,0.000833333327704,0.37,0.1783333333333333,2400.0000162124634,0,0,0,0.1365527980916783,0.001,2400.0000162124634,Do nothing
4811,DER_5,Ex,1648431756.136814,0.16,0.2,0,0.0,0.0793021511719007,1.0,2,0,2,1648431756.136814,1648429356.1368,0.000833333328449,0.16,0.1141666666666666,2400.000014066696,0,0,0,0.1451665709911663,0.001,2400.000014066696,Do nothing
965,DER_1,Ex,1648431761.252091,0.4,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648431761.252091,1648429361.252076,0.0008333333281179,0.4,0.1625,2400.0000150203705,0,0,0,0.098488578017961,0.001,2400.0000150203705,Do nothing
2889,DER_3,Ex,1648431765.362761,0.17,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648431765.362761,1648429365.362746,0.0008333333281179,0.17,0.1949999999999999,2400.0000150203705,0,0,0,0.200049993751562,0.001,2400.0000150203705,Do nothing
8657,DER_9,Ex,1648431769.282035,0.33,0.2,0,0.0,0.079302151100999,1.0,2,0,2,1648431769.282035,1648429369.282019,0.000833333327704,0.33,0.2008333333333333,2400.0000162124634,0,0,0,0.1730221565773201,0.001,2400.0000162124634,Do nothing
4,DER_0,Ex,1648431773.89131,0.2,0.2,0,0.0,0.0793021511403888,1.0,2,0,2,1648431773.89131,1648429373.891295,0.0008333333281179,0.2,0.1833333333333333,2400.0000150203705,0,0,0,0.1893849694845572,0.001,2400.0000150203705,Do nothing
6735,DER_7,Ex,1648431777.657319,0.16,0.2,0,0.0,0.0793021510694872,1.0,2,0,2,1648431777.657319,1648429377.657302,0.0008333333273728,0.16,0.0975,2400.0000171661377,0,0,0,0.1307669683062202,0.001,2400.0000171661377,Do nothing
7696,DER_8,Ex,1648431782.290234,0.35,0.2,0,0.0,0.079302151108877,1.0,2,0,2,1648431782.290234,1648429382.290218,0.0008333333277867,0.35,0.1208333333333333,2400.000015974045,0,0,0,0.0701189465598754,0.001,2400.000015974045,Do nothing
1926,DERAS_2,Ux,1648431806.885573,0.43,-2.0,0,0.6344172077996135,0.3172086038998067,1.0,0,2,2,1648431806.885573,1648431206.885568,0.0033333333055178,0.43,0.1333333333333333,600.0000050067902,0,0,0,0.0628437215108504,0.001,600.0000050067902,Do nothing
5772,DTM_6,Ind,1648431865.653737,0.43,-1.0,0,0.1,0.1,1.0,0,1,1,1648431865.653737,1648431865.653737,0.001,0.43,0.0716666666666666,0.0,0,0,0,0.1504880947672162,0.0,100000.0,Do nothing
3851,DCM_4,Ex,1648432349.292716,0.33,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648432349.292716,1648429949.292706,0.0008333333298563,0.33,0.09,2400.0000100135803,0,0,0,0.02,0.001,2400.0000100135803,Do nothing
4812,DCM_5,Ex,1648432356.136816,0.19,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432356.136816,1648429956.136807,0.0008333333301875,0.19,0.0699999999999999,2400.000009059906,0,0,0,0.0850490054811538,0.001,2400.000009059906,Do nothing
966,DCM_1,Ex,1648432361.252093,0.24,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432361.252093,1648429961.252084,0.0008333333301875,0.24,0.1,2400.000009059906,0,0,0,0.1006644591369433,0.001,2400.000009059906,Do nothing
2890,DCM_3,Ex,1648432365.362764,0.24,0.2,0,0.0,0.0793021512743142,1.0,2,0,2,1648432365.362764,1648429965.362753,0.0008333333295252,0.24,0.1542857142857142,2400.000010967254,0,0,0,0.1473576795226014,0.001,2400.000010967254,Do nothing
8658,DCM_9,Ex,1648432369.282037,0.28,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648432369.282037,1648429969.282027,0.0008333333298563,0.28,0.1371428571428571,2400.0000100135803,0,0,0,0.1227980662688345,0.001,2400.0000100135803,Do nothing
5,DCM_0,Ex,1648432373.891312,0.35,0.2,0,0.0,0.079302151313704,1.0,2,0,2,1648432373.891312,1648429973.891302,0.0008333333299391,0.35,0.1642857142857142,2400.0000097751617,0,0,0,0.1214168995324106,0.001,2400.0000097751617,Do nothing
6736,DCM_7,Ex,1648432377.657321,0.3,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648432377.657321,1648429977.657311,0.0008333333298563,0.3,0.1657142857142857,2400.0000100135803,0,0,0,0.140661701559857,0.001,2400.0000100135803,Do nothing
7697,DCM_8,Ex,1648432382.290236,0.29,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648432382.290236,1648429982.290226,0.0008333333298563,0.29,0.1471428571428571,2400.0000100135803,0,0,0,0.1283286950305892,0.001,2400.0000100135803,Do nothing
1927,DTM_2,Ux,1648432406.885577,0.25,-2.0,0,0.1586043019499033,0.0793021509749516,1.0,0,2,2,1648432406.885577,1648430006.885557,0.0008333333263794,0.25,0.0871428571428571,2400.0000200271606,0,0,0,0.0812843334052931,0.001,2400.0000200271606,Do nothing
5773,DERAS_6,Dis,1648432465.653742,0.22,-2.0,0,0.1586043019499033,0.0793021509749516,1.0,0,2,2,1648432465.653742,1648430065.653722,0.0008333333263794,0.22,0.1142857142857142,2400.0000200271606,0,0,0,0.1205213542298493,0.001,2400.0000200271606,Do nothing
3852,DERAS_4,Ex,1648432949.292718,0.45,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648432949.292718,1648430549.292709,0.0008333333302703,0.45,0.121875,2400.0000088214874,0,0,0,0.0818317088384971,0.001,2400.0000088214874,Do nothing
4813,DERAS_5,Ex,1648432956.136818,0.16,0.2,0,0.0,0.0793021513767276,1.0,2,0,2,1648432956.136818,1648430556.13681,0.0008333333306014,0.16,0.11625,2400.000007867813,0,0,0,0.1243554812394118,0.001,2400.000007867813,Do nothing
967,DERAS_1,Ex,1648432961.252095,0.35,0.2,0,0.0,0.0793021513767276,1.0,2,0,2,1648432961.252095,1648430561.252087,0.0008333333306014,0.35,0.0809375,2400.000007867813,0,0,0,0.0617454451761423,0.001,2400.000007867813,Do nothing
2891,DERAS_3,Ex,1648432965.362766,0.37,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648432965.362766,1648430565.362757,0.0008333333301875,0.37,0.0790625,2400.000009059906,0,0,0,0.0792487043607474,0.001,2400.000009059906,Do nothing
8659,DERAS_9,Ex,1648432969.282039,0.45,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648432969.282039,1648430569.28203,0.0008333333302703,0.45,0.10875,2400.0000088214874,0,0,0,0.0976509820007678,0.001,2400.0000088214874,Do nothing
6,DERAS_0,Ex,1648432973.891315,0.26,0.2,0,0.0,0.079302151305826,1.0,2,0,2,1648432973.891315,1648430573.891305,0.0008333333298563,0.26,0.124375,2400.0000100135803,0,0,0,0.1095934043896542,0.001,2400.0000100135803,Do nothing
6737,DERAS_7,Ex,1648432977.657323,0.3,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648432977.657323,1648430577.657314,0.0008333333302703,0.3,0.1075,2400.0000088214874,0,0,0,0.0769972170183535,0.001,2400.0000088214874,Do nothing
7698,DERAS_8,Ex,1648432982.290238,0.28,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648432982.290238,1648430582.290229,0.0008333333302703,0.28,0.0678125,2400.0000088214874,0,0,0,0.0035355339059331,0.001,2400.0000088214874,Do nothing
1928,DCM_2,Err,1648433006.885583,0.27,-2.0,0,0.1586043019499033,0.0793021509749516,1.0,0,2,2,1648433006.885583,1648430606.885563,0.0008333333263794,0.27,0.1059375,2400.0000200271606,0,0,0,0.0888919890332403,0.001,2400.0000200271606,Do nothing
5774,DTM_6,N,1648433065.653747,0.2,-2.0,0,0.3172086038998067,0.1586043019499033,1.0,0,2,2,1648433065.653747,1648431865.653737,0.0016666666527589,0.2,0.0877083333333333,1200.0000100135803,0,0,0,0.0941440132886591,0.001,1200.0000100135803,Do nothing
3853,DTM_4,Ex,1648433549.29272,0.34,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648433549.29272,1648431149.292712,0.0008333333305186,0.34,0.068,2400.000008106232,0,0,0,0.0671192967781993,0.001,2400.000008106232,Do nothing
4814,DTM_5,Ex,1648433556.13682,0.38,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648433556.13682,1648431156.136812,0.0008333333305186,0.38,0.1168888888888888,2400.000008106232,0,0,0,0.0234757558155453,0.001,2400.000008106232,Do nothing
968,DTM_1,Ex,1648433561.252097,0.22,0.2,0,0.0,0.0793021513767276,1.0,2,0,2,1648433561.252097,1648431161.252089,0.0008333333306014,0.22,0.092,2400.000007867813,0,0,0,0.0868331733843696,0.001,2400.000007867813,Do nothing
2892,DTM_3,Ex,1648433565.362768,0.41,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648433565.362768,1648431165.362759,0.0008333333302703,0.41,0.1148888888888888,2400.0000088214874,0,0,0,0.0515159090853387,0.001,2400.0000088214874,Do nothing
8660,DTM_9,Ex,1648433569.282041,0.29,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648433569.282041,1648431169.282033,0.0008333333305186,0.29,0.1122222222222222,2400.000008106232,0,0,0,0.0823272602348564,0.001,2400.000008106232,Do nothing
7,DTM_0,Ex,1648433573.891317,0.38,0.2,0,0.0,0.0793021513452158,1.0,2,0,2,1648433573.891317,1648431173.891308,0.0008333333302703,0.38,0.1097777777777777,2400.0000088214874,0,0,0,0.0267913750632134,0.001,2400.0000088214874,Do nothing
6738,DTM_7,Ex,1648433577.657325,0.32,0.2,0,0.0,0.0793021513688497,1.0,2,0,2,1648433577.657325,1648431177.657317,0.0008333333305186,0.32,0.1084444444444444,2400.000008106232,0,0,0,0.0635260226643818,0.001,2400.000008106232,Do nothing
7699,DTM_8,Ex,1648433582.29024,0.23,0.2,0,0.0,0.0793021513373378,1.0,2,0,2,1648433582.29024,1648431182.290231,0.0008333333301875,0.23,0.0522222222222222,2400.000009059906,0,0,0,0.0278886675511358,0.001,2400.000009059906,Do nothing
1929,DER_2,Ux,1648433606.885587,0.2,-2.0,0,0.0906310295570392,0.0453155147785196,1.0,0,2,2,1648433606.885587,1648429406.885546,0.000476190471541,0.2,0.1244444444444444,4200.000041007996,0,0,0,0.1158902737746164,0.001,4200.000041007996,Do nothing
5775,DTM_6,N,1648433665.653751,0.39,-4.758129058497102,0,0.417876071001575,0.1392920236671916,1.0,0,3,3,1648433665.653751,1648431865.653737,0.0016666666538627,0.39,0.1212962962962963,600.0000038146973,0,0,0,0.0206232462778544,0.0016666666527589,600.0000038146973,Do nothing
3854,DER_4,Ex,1648434149.292723,0.26,0.2379064533029971,0,0.0,0.0870575142802985,1.0,3,0,3,1648434149.292723,1648429349.292698,0.0006249999967403,0.26,0.1865,2400.0000088214874,0,0,0,0.1355100105636589,0.001,2400.0000088214874,Do nothing
4815,DER_5,Ex,1648434156.136822,0.15,0.2379064535157021,0,0.0,0.087057514336513,1.0,3,0,3,1648434156.136822,1648429356.1368,0.0006249999971439,0.15,0.11775,2400.000007867813,0,0,0,0.1117412686124115,0.001,2400.000007867813,Do nothing
969,DER_1,Ex,1648434161.252099,0.16,0.2379064534211666,0,0.0,0.0870575143148921,1.0,3,0,3,1648434161.252099,1648429361.252076,0.0006249999969887,0.16,0.16225,2400.000008106232,0,0,0,0.1344329655338385,0.001,2400.000008106232,Do nothing
2893,DER_3,Ex,1648434165.36277,0.21,0.2379064534211666,0,0.0,0.0870575142975953,1.0,3,0,3,1648434165.36277,1648429365.362746,0.0006249999968645,0.21,0.1964999999999999,2400.000009059906,0,0,0,0.1465719391061376,0.001,2400.000009059906,Do nothing
8661,DER_9,Ex,1648434169.282043,0.31,0.2379064533029971,0,0.0,0.0870575142975953,1.0,3,0,3,1648434169.282043,1648429369.282019,0.0006249999968645,0.31,0.21175,2400.000007867813,0,0,0,0.1405972709286798,0.001,2400.000007867813,Do nothing
8,DER_0,Ex,1648434173.891319,0.3,0.2379064534211666,0,0.0,0.0870575142975953,1.0,3,0,3,1648434173.891319,1648429373.891295,0.0006249999968645,0.3,0.195,2400.000009059906,0,0,0,0.1333333333333333,0.001,2400.000009059906,Do nothing
6739,DER_7,Ex,1648434177.657327,0.28,0.2379064532084616,0,0.0,0.0870575142802985,1.0,3,0,3,1648434177.657327,1648429377.657302,0.0006249999967403,0.28,0.11575,2400.000007867813,0,0,0,0.0847545475672741,0.001,2400.000007867813,Do nothing
7700,DER_8,Ex,1648434182.290243,0.23,0.237906453326631,0,0.0,0.0870575142846227,1.0,3,0,3,1648434182.290243,1648429382.290218,0.0006249999967714,0.23,0.1317499999999999,2400.0000088214874,0,0,0,0.1088534522836739,0.001,2400.0000088214874,Do nothing
1930,DERAS_2,N,1648434206.885592,0.2,-9.516258116994203,0,0.0313407053267786,0.0104469017755928,1.0,0,3,3,1648434206.885592,1648431206.885568,0.0009999999919732,0.2,0.1399999999999999,2400.0000190734863,0,0,0,0.1186342028003479,0.0033333333055178,600.0000050067902,Do nothing
5776,DERAS_6,Err,1648434265.653756,0.41,-2.379064529248551,0,0.2984829052545739,0.0994943017515246,1.0,0,3,3,1648434265.653756,1648430065.653722,0.0007142857085279,0.41,0.1438571428571428,1800.0000138282776,0,0,0,0.0501268232855266,0.001,1800.0000138282776,Do nothing
3855,DCM_4,Ex,1648434749.292725,0.2,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648434749.292725,1648429949.292706,0.0006249999975164,0.2,0.0999999999999999,2400.000009059906,0,0,0,0.0883176086632784,0.001,2400.000009059906,Do nothing
4816,DCM_5,Ex,1648434756.136824,0.37,0.2379064540120136,0,0.0,0.0870575144273211,1.0,3,0,3,1648434756.136824,1648429956.136807,0.0006249999977958,0.37,0.0972727272727272,2400.000007867813,0,0,0,0.0370503343132997,0.001,2400.000007867813,Do nothing
970,DCM_1,Ex,1648434761.252101,0.41,0.2379064540120136,0,0.0,0.0870575144273211,1.0,3,0,3,1648434761.252101,1648429961.252084,0.0006249999977958,0.41,0.1281818181818181,2400.000007867813,0,0,0,0.0104010488981554,0.001,2400.000007867813,Do nothing
2894,DCM_3,Ex,1648434765.362772,0.15,0.2379064538229426,0,0.0,0.0870575143884034,1.0,3,0,3,1648434765.362772,1648429965.362753,0.0006249999975164,0.15,0.1538961038961038,2400.000008106232,0,0,0,0.1243137003869489,0.001,2400.000008106232,Do nothing
8662,DCM_9,Ex,1648434769.282046,0.41,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648434769.282046,1648429969.282027,0.0006249999975164,0.41,0.1619480519480519,2400.000009059906,0,0,0,0.0707648382861314,0.001,2400.000009059906,Do nothing
9,DCM_0,Ex,1648434773.891321,0.29,0.237906453941112,0,0.0,0.0870575143927275,1.0,3,0,3,1648434773.891321,1648429973.891302,0.0006249999975475,0.29,0.1757142857142857,2400.000009059906,0,0,0,0.1180072636989532,0.001,2400.000009059906,Do nothing
6740,DCM_7,Ex,1648434777.65733,0.19,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648434777.65733,1648429977.657311,0.0006249999975164,0.19,0.1679220779220779,2400.000009059906,0,0,0,0.1277919372291508,0.001,2400.000009059906,Do nothing
7701,DCM_8,Ex,1648434782.290245,0.3,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648434782.290245,1648429982.290226,0.0006249999975164,0.3,0.161038961038961,2400.000009059906,0,0,0,0.1073227926313037,0.001,2400.000009059906,Do nothing
1931,DER_2,Ux,1648434806.885597,0.18,-1.3594654433555893,0,0.2321533704314164,0.0773844568104721,1.0,0,3,3,1648434806.885597,1648429406.885546,0.0005555555503064,0.18,0.1294949494949495,1200.0000100135803,0,0,0,0.1093137454737278,0.001,1200.0000100135803,Do nothing
5777,DER_6,Ux,1648434865.65376,0.32,-9.516258116994203,0,0.0149241453995497,0.0049747151331832,1.0,0,3,3,1648434865.65376,1648430665.653727,0.0007142857086901,0.32,0.1327272727272727,3600.0000278949738,0,0,0,0.0817357160164837,0.0033333333055178,600.0000050067902,Do nothing
3856,DERAS_4,Ex,1648435349.292727,0.33,0.2379064540356475,0,0.0,0.0870575144013759,1.0,3,0,3,1648435349.292727,1648430549.292709,0.0006249999976716,0.33,0.13921875,2400.000009059906,0,0,0,0.0800780868902348,0.001,2400.0000088214874,Do nothing
4817,DERAS_5,Ex,1648435356.136826,0.4,0.237906454130183,0,0.0,0.0870575144359695,1.0,3,0,3,1648435356.136826,1648430556.13681,0.00062499999792,0.4,0.1398958333333333,2400.000008106232,0,0,0,0.0489859287155118,0.001,2400.000007867813,Do nothing
971,DERAS_1,Ex,1648435361.252103,0.17,0.237906454130183,0,0.0,0.0870575144359695,1.0,3,0,3,1648435361.252103,1648430561.252087,0.00062499999792,0.17,0.088359375,2400.000008106232,0,0,0,0.0815858443604036,0.001,2400.000007867813,Do nothing
2895,DERAS_3,Ex,1648435365.362774,0.2,0.2379064540120136,0,0.0,0.0870575144273211,1.0,3,0,3,1648435365.362774,1648430565.362757,0.0006249999977958,0.2,0.089140625,2400.000007867813,0,0,0,0.0768428887110222,0.001,2400.000007867813,Do nothing
8663,DERAS_9,Ex,1648435369.282048,0.37,0.2379064540356475,0,0.0,0.0870575144013759,1.0,3,0,3,1648435369.282048,1648430569.28203,0.0006249999976716,0.37,0.1305208333333333,2400.000009059906,0,0,0,0.0554799991260842,0.001,2400.0000088214874,Do nothing
10,DERAS_0,Ex,1648435373.891323,0.45,0.2379064539174781,0,0.0,0.0870575144057001,1.0,3,0,3,1648435373.891323,1648430573.891305,0.0006249999976406,0.45,0.1515104166666666,2400.000008106232,0,0,0,0.0212756084554946,0.001,2400.000008106232,Do nothing
6741,DERAS_7,Ex,1648435377.657332,0.32,0.2379064540356475,0,0.0,0.0870575144013759,1.0,3,0,3,1648435377.657332,1648430577.657314,0.0006249999976716,0.32,0.1252083333333333,2400.000009059906,0,0,0,0.0721162781607424,0.001,2400.0000088214874,Do nothing
7702,DERAS_8,Ex,1648435382.290247,0.2,0.2379064540356475,0,0.0,0.0870575144013759,1.0,3,0,3,1648435382.290247,1648430582.290229,0.0006249999976716,0.2,0.0788281249999999,2400.000009059906,0,0,0,0.0690129269840737,0.001,2400.0000088214874,Do nothing
